user,uniqueidentifier1,uniqueidentifier2,uniqueidentifier3,Fraud
User_120,43c4892e-3d96-4fb1-9e00-02ecfae5d951,U9801,105271,0
User_121,37da9718-d218-412b-b6e1-e8e8669a21ae,P4420,183044,0
User_122,cb13c5e9-8e34-45d4-b148-aac11f40fb25,S6408,132792,0
User_123,357d84f4-e4c1-426d-9962-71afbf8b11cc,R9904,155715,0
User_124,7f7e73c1-6206-4344-bcf8-b2e75620a32b,G8505,130291,0
User_125,437581a3-6f04-471a-98a6-1149b07580a5,J3365,125729,0
User_126,2f0d8e0a-debb-41d7-87dd-e8f84b76d3cf,R9904,164081,0
User_127,f2e91aab-7d4b-4fa1-8dd1-e549e621029d,L5584,170547,0
User_128,779c149d-4c54-4940-9668-27ddff8417f2,U9773,131588,0
User_129,faffa9dd-321a-4bb9-8107-cb8dba01d090,T4084,140125,0
User_130,105238a3-75af-43f2-842d-e3bedb6374df,L5431,185368,0
User_131,f2bb4d87-adf9-4e67-8ce9-99b8518e64c5,K2742,170482,0
User_132,d5c5783a-3400-4a6e-8b43-38ee8d4eebbb,R3737,116522,0
User_133,dd9acfd4-a6f6-4790-a3e2-2b3aab3dabdb,O8359,192486,0
User_134,05a7c638-247f-4d37-88c0-35340508ccb5,V9394,128054,1
User_135,0e9c53fc-c626-47a2-bb03-e7bcf9ae5a8c,H1561,170314,0
User_136,16c46f6a-e100-4f3d-8c80-79933ebac714,I3157,148467,0
User_137,754faa39-34b2-4bd9-8629-6c23ed89f3f5,P4420,130027,0
User_138,da078e5b-f10d-45a7-8f73-9ec1b4d4c3ca,V3828,105801,0
User_139,cf1e3ba4-7967-4603-ab48-f81329d70995,Q3701,115168,0
User_140,2d0cd96e-43eb-4de3-997d-ac6869fa5664,F6860,140005,0
User_141,648e46ec-afec-402d-88cd-5670cfbaec01,C7625,133015,0
User_142,4d02447e-c94f-4b58-812a-0c7659a2da71,L8657,196912,0
User_143,03fd3baa-108a-44ba-be0b-24d0257d2753,Q7341,136287,0
User_144,e91f359f-d3d3-43e0-bcc8-e2cb3f9cd0ae,K2482,102543,0
User_145,7af8ea91-124b-4491-b378-521a0dc6efa8,K6107,189516,1
User_146,e99a2172-1a29-40ff-961c-dffabd5b0662,Q8378,186737,0
User_147,f34a22e0-f298-4a44-aba7-59efd8550dca,B9450,152796,1
User_148,8f66e5d8-9149-4780-b562-5d8ec513943b,T8788,117912,0
User_149,01a6e196-9112-4c87-8e29-d5f0792fe067,L3855,142477,0
User_150,ddc655ca-70f4-44d7-9557-4d3636c9d631,N1493,155256,0
User_151,2440658c-6eb8-46c8-b679-74b9ad645ced,T6556,197140,0
User_152,5de07719-1b39-45f8-a8f6-4e18d946ae82,K5979,120226,0
User_153,988ff231-2783-4cb8-9de0-a71f82a1bdb4,J4586,117751,0
User_154,c8c53d64-9c1a-4f5f-bff5-33c7a87a50ca,N3454,178261,0
User_155,6ffa9f23-0063-413a-a56e-fd4332235d17,B4345,141622,0
User_156,4ac306fa-feaf-49bb-9bb8-5360850c41e0,E8084,123991,0
User_157,cf1e3ba4-7967-4603-ab48-f81329d70995,C5492,151593,0
User_158,d007a535-d684-4453-84ea-6a3d546a1211,M2397,134039,0
User_159,2365a049-4c4c-4bfa-bc57-31f2a72f986e,E6167,145754,0
User_160,55463e21-469a-4026-9c89-d1a8bd89b854,Z5003,104905,0
User_161,d9162617-3cf6-4568-928e-148403c7cef1,H8777,168661,0
User_162,4f05c59a-7bca-4012-ab1e-94d4992209ec,Z6818,128845,0
User_163,93be6638-2ab4-4f9d-8cac-d0f62e64847b,Q4887,163561,0
User_164,5e080b35-7312-4835-bdef-a4fd6e3f2d3c,O3648,124751,0
User_165,754faa39-34b2-4bd9-8629-6c23ed89f3f5,V7407,179103,0
User_166,91753afd-c8f8-4498-8a5f-5fa7875e21ac,U9773,145754,1
User_167,5c8b2bfc-64f6-4086-b9b0-6d709209638f,I1678,148025,0
User_168,0eab4d2d-5ffd-47c6-96ea-df2f77e983f3,Q6561,168128,0
User_169,394bbe01-bdd7-41a0-af89-93ea2318ed5c,J6420,128180,0
User_170,6f4b413b-4d2c-44c0-b883-cc724ea8b449,G7460,156639,0
User_171,2d2a64d9-4b84-45a2-a9a5-1d26093ead47,R5213,130747,0
User_172,d5d46615-d5ff-4873-a301-9088094acde7,I9814,119675,0
User_173,bc732018-27f6-4055-9a26-6e5215fe03a7,J7424,193956,0
User_174,358fb7f2-8cf8-4657-803e-3509129ce671,I6214,155948,0
User_175,c41cb9a6-a46a-44b0-8516-150170222ec6,P1174,123453,0
User_176,ac43be09-fad5-4be1-bbb8-d1bd56332189,O9379,130027,0
User_177,1375bc71-b5f9-4abb-b78a-b8f5fbf7278d,B8552,148400,0
User_178,7ad454a3-5772-46f3-817b-8f2d7dd6edbf,Q8757,126087,1
User_179,14fe3ef9-24f6-4704-8257-dbfb9260d81c,J1191,157192,0
User_180,3eacc450-90fe-40cb-a924-2361685015c7,D9244,150165,0
User_181,6bcfef8a-60b2-4d07-85e6-f8466bca88c2,V3964,148287,0
User_182,7f074e98-6f1a-4e6b-9450-cdad757792bb,V4017,146091,1
User_183,99b5df49-b07c-4478-8005-43074333606f,C2858,143462,0
User_184,a37de343-cef5-40ea-871a-0fab6e8322e0,R2777,162554,0
User_185,23503d14-3a4e-4c32-a5ea-c967903ccbcc,L6542,120047,0
User_186,f5b1c30a-3ffd-48f9-be89-3520c24d7c7f,H3863,149846,0
User_187,de0fee4d-69b5-445d-8f6c-74cbdf9ba160,Q8086,148025,0
User_188,d5c5783a-3400-4a6e-8b43-38ee8d4eebbb,R1573,189992,0
User_189,fa36404e-a790-414c-b24c-77145e4007d1,V7261,161372,0
User_190,9e49c924-ea45-4baf-baad-3cb7da35d1ef,M6697,188196,0
User_191,c452688f-ffd2-485c-adee-a0cd313067d6,I6694,179708,0
User_192,6ceeb40d-a87a-42d8-9250-0ac0684a3d47,W3444,119225,0
User_193,e62dedf2-316f-437b-9e8b-07c386f1545b,R4262,162175,0
User_194,3ace912c-3111-473b-bfe6-b30027c0beb2,I2140,119653,0
User_195,98e007a4-ebcb-4da3-8a04-31b8a948ba25,K4964,191525,0
User_196,880eb071-62f5-46a7-ba99-50222378a125,J5817,140005,0
User_197,1f89eaac-09b7-4c1d-8a3f-2549efe74c85,E3797,134872,0
User_198,447ad91c-cff4-4529-b805-e109d7b1375a,T3524,194975,0
User_199,786f6f79-37fb-4748-8a1e-a3e0dbc68dcb,U9773,164406,0
User_200,45b2dc9f-9870-4000-815c-5c1592d2cfcd,K1486,192510,0
User_201,6c0f7bca-45dc-481e-9bcc-e12ea9f62810,H1860,155388,0
User_202,56966d3b-dff6-4516-8c49-485092dd6d25,K8778,178074,0
User_203,e6132037-7c8a-42ac-abc4-37ddf5c7be5e,Y4202,171024,0
User_204,a7c65e70-711a-44d9-97ba-1ab02383bb0d,W1527,179617,0
User_205,a12c0129-89b9-40af-8487-9f2a06d2131d,Z6803,187115,0
User_206,f3d6ae22-39a7-408e-a578-e4c30ca169dd,P4856,121081,0
User_207,d6ddae05-26e2-48f9-b946-41a8a1611c41,N2723,108825,0
User_208,71e0e9e9-6ec1-497e-8f1f-e9730d276042,N5537,115148,0
User_209,d0a7b819-f3f9-42b1-bd78-bfc87a97f86a,K2146,170514,0
User_210,83d84825-9c69-4965-8045-d20e63ca9178,K3925,102464,0
User_211,5cf70fd9-6788-448c-81e5-50cdb86d79ba,Y7109,127683,0
User_212,29c43cf3-ad9a-41a1-9964-1ca314a70c5d,H4204,132661,0
User_213,9cf2ae4b-21a3-4f64-b1f9-f7e969bfc78e,P7189,126325,0
User_214,8158b8fc-2ab2-40ae-9f01-402b29a7fc9d,J7076,186634,0
User_215,71bacf3e-00d6-4ddc-bd14-907602d3062d,E6332,164977,0
User_216,6495d9b1-4525-4a39-9d0e-e707cb160c7a,O5718,160752,0
User_217,67215722-a3c4-4be5-a01e-f4391631f977,Q6095,177923,0
User_218,f312feac-d91b-41fe-9217-065fb7fc6193,L8657,156453,1
User_219,92f0abb1-ecce-4be5-b839-ece70d05898a,D7106,107817,0
User_220,f2619b72-f85e-4085-b9d6-5c0ff5b30896,E5507,123991,0
User_221,ebd86a2d-7bff-408b-a44e-a7ad7b4eee9b,I7287,148483,0
User_222,cf356875-6d97-45cf-a59d-58cebc3e8b18,K9691,100578,0
User_223,7ba4e60f-6e55-4ba6-8c01-a5149204a66b,J2793,146278,0
User_224,ee3b7f22-0583-43b7-94dc-2df935999bac,U2954,139631,0
User_225,3847426d-9ac4-41bd-b35a-23b7a6318c31,H3863,100921,0
User_226,d60926b1-ee28-453f-8d01-e2bdf040b5e6,I9614,135000,1
User_227,959e7ddc-9554-48a3-bb01-529b2056f111,U9551,118764,0
User_228,358fb7f2-8cf8-4657-803e-3509129ce671,Z8785,123752,0
User_229,6ba4826b-95ea-4e71-8640-0f6d0a7cf43c,R8570,141972,0
User_230,bfacfa11-5bb2-4fc6-8ea2-a0e743aea305,Z2084,193624,0
User_231,4b96f87f-2407-40f4-90d6-999fe7072a61,W9021,174903,0
User_232,dc7e6ddb-0de8-41b1-b9c7-9ffdfe4487f8,B2167,176015,0
User_233,a7cdbaba-ec76-49c6-81e9-02e0f4c72877,R8899,172507,0
User_234,d832bbc0-817d-4c6b-bfd7-206a6d1abb05,G2401,160116,0
User_235,b12106f8-1bd1-436b-a9f6-fbeb9096dc37,P1767,104594,0
User_236,bac3bbb0-f9b3-4702-b196-617aca84a900,C5274,136418,0
User_237,f4bb8542-e155-4900-a184-62e7b9460d09,L2351,112529,0
User_238,754faa39-34b2-4bd9-8629-6c23ed89f3f5,H7438,163355,0
User_239,ecea5440-41f9-4bf4-ae69-76d80e8bef62,W5236,120139,0
User_240,e1a76a09-3d86-45f5-920d-93b23ac9c913,L5584,173669,0
User_241,1b059c9c-c2d3-4961-b801-95df2fc27411,N1224,112314,0
User_242,b1c73dfd-f09e-4d7f-9e73-85eb24365c7e,I9135,155938,0
User_243,d6fb196f-cd01-4c1e-9b73-b26c23916ab0,L4720,112314,1
User_244,4ac306fa-feaf-49bb-9bb8-5360850c41e0,Q8541,105410,1
User_245,5e9b4c89-c438-4c56-8340-feab0ca22da7,R4239,118074,0
User_246,fb3ca9f2-d101-468b-93f9-d5473fd90af9,V8933,187167,0
User_247,da3f45f5-2da2-4d37-9568-a39562ebbbd4,W9146,136512,0
User_248,3a4e9bc4-e53f-46cc-8a54-2058e609bdaa,A6070,139146,0
User_249,58c354a2-0275-4658-87db-05995e086191,F8353,196006,0
User_250,77304460-2e5a-4c00-9d8b-304e5a2be5d5,K8362,192999,0
User_251,3f6cbaa1-2b05-4faa-9b98-2c7c32add9ee,C8271,171850,0
User_252,a3ceff91-cac8-46cb-8eb8-db5c4b2ea4d5,S1984,101931,0
User_253,a1ff3b67-4148-4d44-b517-ba7c3fce1d50,C6236,154800,0
User_254,2365a049-4c4c-4bfa-bc57-31f2a72f986e,J5654,125829,0
User_255,cf356875-6d97-45cf-a59d-58cebc3e8b18,L3076,102966,0
User_256,6ccc4751-1928-4af8-bc0b-1bee37f33242,D6336,149607,0
User_257,bad17b07-9d9c-4b6a-9647-14ebe98420ca,K5924,123991,0
User_258,5c5ac720-8e1d-48e9-b331-b0aa49677659,F8331,181142,0
User_259,b19f35cd-f162-411e-8bc5-ba84c93c2a48,R1219,112485,0
User_260,5ca596ed-f564-4607-99c4-f9fd57c6efb1,N9931,103078,0
User_261,e7d1e024-d19f-4ca7-8fb1-2d19de9d3c42,E7389,171893,0
User_262,93a2c4ff-33f1-41c3-a6da-327875570f73,R5671,160467,0
User_263,32489338-dec4-4010-974c-7afaf33775dd,P2837,178065,0
User_264,66f1b016-4fda-4d9e-8937-c3505fffd643,J5781,177574,0
User_265,8bee52ad-35fc-4639-b2d2-983edef8dcf6,C3433,157037,0
User_266,24ee7560-8a07-4492-a434-dde6ad389063,Q2968,142480,0
User_267,1b073d64-90ba-458b-9e7a-141d3b62f40f,Y8118,130027,0
User_268,b082d17f-c0ee-4df4-92d0-b164071c4d1a,J6788,175347,1
User_269,cc71f6d2-4b93-40fc-bd65-ad0643b404bd,H1414,180009,0
User_270,e571d6fd-d3bc-4289-80ec-7df54cfb0f23,F9628,119671,0
User_271,b53ecfac-7b58-45c1-844c-ecb839024b6c,V8287,196912,0
User_272,0ad581a5-803d-4004-a9d1-5e0b319cd7b8,I3045,137438,1
User_273,be269456-86b2-4b7b-8892-b8fd19576126,P6948,195813,0
User_274,35096484-c98e-498e-8305-d6e535cdc6c9,I8763,108588,0
User_275,eb0361f1-fc38-477d-9ed8-6f3ed1a50989,J1345,198392,0
User_276,dcdee00d-01d9-4b3e-a018-7d66cc9d4077,A2417,143081,0
User_277,13ec3e52-efe4-4be5-a954-59b15cc83cb6,T9581,110628,0
User_278,c7dde00f-b44b-4c17-bd97-56c5594d4624,I4861,141622,0
User_279,463bdcdb-9b06-4b13-8faa-501c3309cdc0,M5141,180334,0
User_280,cc71f6d2-4b93-40fc-bd65-ad0643b404bd,O2483,178180,0
User_281,9cf5fc15-bb41-4dca-be0b-e231fc75b9de,G4687,153729,0
User_282,90a1be18-40f6-4cfe-abbd-aa92f8515e0f,L1436,152220,0
User_283,91753afd-c8f8-4498-8a5f-5fa7875e21ac,L2338,118764,0
User_284,1e61f692-1444-468b-99eb-087b78dc6220,A8590,138770,0
User_285,2eea5d06-165a-4427-9b18-d321f5610621,R1764,171911,0
User_286,d0e687c6-cb9b-410d-8270-f7a36fb6ea5c,R7583,126926,0
User_287,78e7148f-a669-4f91-a62e-d63c7e17033f,G6606,104302,0
User_288,fbf443b3-7896-4840-9fa6-ac02d5544e89,K5479,150943,0
User_289,6649af79-0078-4e9a-8ce6-0d05b9e1bc6b,H8136,148060,1
User_290,c7e48bb3-e7af-435a-a0b2-2038db76f482,S8239,110305,0
User_291,55c6b10c-63b5-4fb4-a529-dd5ac8844948,Y2477,158787,0
User_292,78e7148f-a669-4f91-a62e-d63c7e17033f,L7395,199840,0
User_293,9d7b6a10-a43c-4c58-a3dd-ebdf868c211e,R8647,107610,0
User_294,bc52544e-8af3-45b1-b166-1988f0b2ebf5,Y6553,186284,0
User_295,7c5f243c-7fcd-4b9f-b761-550122318d0e,J4271,189402,0
User_296,0a517ed3-fc63-4f58-bf68-06a121e4f207,X8178,114451,0
User_297,d0d34846-f2d1-4e81-bdb1-f86836ad1cdd,O6618,134385,0
User_298,b0266b00-085f-462c-a35e-1877d31e749d,G3247,130003,0
User_299,5dd565c7-7c50-4fc2-a4cd-5ce0d738e73c,F2067,164081,0
User_300,fe4b4f04-160f-4c31-9b6c-c512846525e8,N3203,151205,0
User_301,c43ad403-8784-4c79-a473-28904b1b4b9c,C1535,184944,0
User_302,58cd2577-486f-41b8-aeb8-f55c255221ba,H3863,144884,0
User_303,f2619b72-f85e-4085-b9d6-5c0ff5b30896,B5570,107273,0
User_304,342c45c1-4936-4cf7-b40f-bf1708adcb19,V2423,135098,0
User_305,e633021b-8a14-4c6e-91cb-e8f9a27ae175,L2266,198426,0
User_306,c0b0e070-82a6-40df-b2c3-b2a255fbfb86,X7633,181134,0
User_307,518b6d7f-d130-4e70-aadf-434c526322bc,K5345,152574,1
User_308,1998d24b-ccf7-4f2a-96fd-a0ba50ef82c9,L3645,148744,0
User_309,74ae5c5d-cce7-47b1-8119-b01d62b25833,K9932,156848,0
User_310,c689cdc0-8fa7-4a45-bf80-dd13896cd313,J9547,129299,0
User_311,9ff01b49-db69-4499-9754-b6ac7887b8b4,Z6803,164081,0
User_312,cc71f6d2-4b93-40fc-bd65-ad0643b404bd,H4736,170366,0
User_313,6fc84c9c-124b-4eed-8cdb-fd5c07af3014,X5454,116114,0
User_314,05777506-e40f-497a-9f9e-d1fe1e81cc57,X8266,182222,0
User_315,c9203c37-c46e-4419-a381-77423cbd17ad,F4471,121473,0
User_316,95f95733-8ca8-4ab6-a6ea-7239e32ce90f,G9071,197169,0
User_317,2719cdf2-cde0-4faf-be32-1e6c9770266a,T9599,134895,1
User_318,372ad2f6-a6d3-40f0-ba02-2ba150b29533,Q6095,169754,0
User_319,cb907b41-4ead-4081-951a-9bea8a561188,M1236,135599,0
User_320,8b773dcc-2a32-427a-854f-d4cd009ce2e6,K1577,104101,0
User_321,0b9ad1c2-32fc-4622-bf37-546d6306f706,M3253,129278,1
User_322,696464dc-819e-46c7-867e-2fe38d81b47d,W6086,142442,0
User_323,3024b08a-0cc1-49fa-94d7-e8dfc96f6af7,S2907,199855,0
User_324,b6d90f39-4f98-4d46-994a-49bad901e3b1,V3355,109466,0
User_325,ee5ac747-71da-468f-b8f2-611109b07acf,Y9923,148988,0
User_326,071d26b3-0924-41d4-bc1b-6e6c825ec648,T3584,197580,0
User_327,e549959e-7706-4307-bf3c-d9ac4b67f4ea,X7482,184319,0
User_328,57e60a37-df37-4434-818b-e31f85070f8f,Y5838,196912,0
User_329,b30c91cb-77f1-44ee-88d0-fe9d54167588,C8772,156494,0
User_330,160bb79f-ae27-4dc1-ae21-4d86a544abf0,P6013,176056,0
User_331,249ae64a-eb7d-482a-9c6a-ed9b60c50058,Z8845,132232,0
User_332,08768b99-7db7-4c99-aa5d-8e4462dae134,A1360,185386,0
User_333,caf77666-613b-4b1a-b7da-d63a0890bec2,T9581,111364,0
User_334,a6ef4faa-5e3e-4269-b331-1c8a43281de4,X9149,172919,0
User_335,ff65d1b0-9961-4c7b-bdca-2967a520bd99,I8046,167334,0
User_336,0b28f90d-10dd-4d68-80e8-0e7b8fd07215,O5339,111636,0
User_337,42a656f9-9a62-4de8-af45-ba9aa2f3db93,Z3157,174018,0
User_338,4ac306fa-feaf-49bb-9bb8-5360850c41e0,X5698,135461,0
User_339,49c51ba5-8101-4bf4-8fec-f6e1063362ad,E9144,186261,0
User_340,4a476d77-5570-4814-ac1a-8922e46996e1,K9338,102589,0
User_341,36987245-1515-4afc-9317-2792449ea0a2,F1538,164081,0
User_342,38361f69-d782-4762-aa2d-445957e5c53f,S9486,107884,0
User_343,2725d0c3-4769-4acb-9526-df51c43e3d09,Y3364,193868,0
User_344,736ff945-ebfb-41f7-adc9-87e2db350f9c,N2846,152458,0
